Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.18.0.15-172.18.0.13-47164-8888-6,172.18.0.15,47164,172.18.0.13,8888,6,29/07/2022 11:23:52 AM,77,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.025974025975,77.0,0.0,77.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12987.012987012988,12987.012987012988,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37872-9360-6,172.18.0.10,37872,172.18.0.12,9360,6,29/07/2022 11:23:52 AM,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.027027027027,74.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13513.513513513513,13513.513513513513,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.3-33104-8761-6,172.18.0.19,33104,172.18.0.3,8761,6,29/07/2022 11:23:53 AM,850,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5882.352941176471,212.5,342.04726768874116,725.0,24.0,125.0,62.5,34.64823227814083,87.0,38.0,787.0,787.0,0.0,787.0,787.0,0,0,0,0,104,72,3529.4117647058824,2352.9411764705883,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,510,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59416-9330-6,172.18.0.19,59416,172.18.0.10,9330,6,29/07/2022 11:23:53 AM,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.666666666668,75.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13333.333333333334,13333.333333333334,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.15-172.18.0.13-47166-8888-6,172.18.0.15,47166,172.18.0.13,8888,6,29/07/2022 11:23:53 AM,135737,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.203128108032445,27147.4,56726.76648461465,128474.0,26.0,119.0,59.5,37.476659402887016,86.0,33.0,135677.0,67838.5,85751.5464612738,128474.0,7203.0,0,0,0,0,104,104,22.101564054016222,22.101564054016222,0.0,0.0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,510,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37874-9360-6,172.18.0.10,37874,172.18.0.12,9360,6,29/07/2022 11:23:53 AM,86,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23255.81395348837,86.0,0.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11627.906976744185,11627.906976744185,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59418-9330-6,172.18.0.19,59418,172.18.0.10,9330,6,29/07/2022 11:23:54 AM,287,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6968.641114982579,287.0,0.0,287.0,287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,3484.3205574912895,3484.3205574912895,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37878-9360-6,172.18.0.10,37878,172.18.0.12,9360,6,29/07/2022 11:23:54 AM,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,82.0,0.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12195.121951219511,12195.121951219511,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59420-9330-6,172.18.0.19,59420,172.18.0.10,9330,6,29/07/2022 11:23:55 AM,85,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.41176470588,85.0,0.0,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11764.70588235294,11764.70588235294,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37880-9360-6,172.18.0.10,37880,172.18.0.12,9360,6,29/07/2022 11:23:55 AM,54,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.03703703704,54.0,0.0,54.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18518.51851851852,18518.51851851852,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37154-9550-6,172.18.0.20,37154,172.18.0.19,9550,6,29/07/2022 11:23:55 AM,37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,27027.027027027027,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.13-46742-8888-6,172.18.0.20,46742,172.18.0.13,8888,6,29/07/2022 11:23:55 AM,1189,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4205.214465937763,297.25,507.37453293072036,1058.0,28.0,131.0,65.5,36.062445840513924,91.0,40.0,1126.0,1126.0,0.0,1126.0,1126.0,0,0,0,0,104,72,2523.128679562658,1682.0857863751053,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,510,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59422-9330-6,172.18.0.19,59422,172.18.0.10,9330,6,29/07/2022 11:23:56 AM,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.027027027027,74.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13513.513513513513,13513.513513513513,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37882-9360-6,172.18.0.10,37882,172.18.0.12,9360,6,29/07/2022 11:23:56 AM,66,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15151.51515151515,15151.51515151515,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37156-9550-6,172.18.0.20,37156,172.18.0.19,9550,6,29/07/2022 11:23:56 AM,60,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333.333333333336,60.0,0.0,60.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16666.666666666668,16666.666666666668,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59424-9330-6,172.18.0.19,59424,172.18.0.10,9330,6,29/07/2022 11:23:57 AM,54,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.03703703704,54.0,0.0,54.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18518.51851851852,18518.51851851852,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37884-9360-6,172.18.0.10,37884,172.18.0.12,9360,6,29/07/2022 11:23:57 AM,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13157.894736842105,13157.894736842105,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37160-9550-6,172.18.0.20,37160,172.18.0.19,9550,6,29/07/2022 11:23:57 AM,74,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27027.027027027027,74.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13513.513513513513,13513.513513513513,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59426-9330-6,172.18.0.19,59426,172.18.0.10,9330,6,29/07/2022 11:23:58 AM,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37162-9550-6,172.18.0.20,37162,172.18.0.19,9550,6,29/07/2022 11:23:58 AM,77,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.025974025975,77.0,0.0,77.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12987.012987012988,12987.012987012988,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.12-37886-9360-6,172.18.0.10,37886,172.18.0.12,9360,6,29/07/2022 11:23:58 AM,145938,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.113349504584136,29187.6,63483.07236815181,142726.0,34.0,169.0,84.5,50.204581464244875,120.0,49.0,145852.0,72926.0,98712.10665364204,142726.0,3126.0,0,0,0,0,104,104,20.556674752292068,20.556674752292068,0.0,0.0,0.0,0.0,0.0,2,2,0,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,510,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59428-9330-6,172.18.0.19,59428,172.18.0.10,9330,6,29/07/2022 11:23:59 AM,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37164-9550-6,172.18.0.20,37164,172.18.0.19,9550,6,29/07/2022 11:23:59 AM,77,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.025974025975,77.0,0.0,77.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,12987.012987012988,12987.012987012988,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59430-9330-6,172.18.0.19,59430,172.18.0.10,9330,6,29/07/2022 11:24:00 AM,87,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22988.505747126437,87.0,0.0,87.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11494.252873563219,11494.252873563219,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37166-9550-6,172.18.0.20,37166,172.18.0.19,9550,6,29/07/2022 11:24:00 AM,87,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22988.505747126437,87.0,0.0,87.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11494.252873563219,11494.252873563219,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59432-9330-6,172.18.0.19,59432,172.18.0.10,9330,6,29/07/2022 11:24:01 AM,73,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27397.260273972603,73.0,0.0,73.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13698.630136986301,13698.630136986301,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.15-172.18.0.13-47168-8888-6,172.18.0.15,47168,172.18.0.13,8888,6,29/07/2022 11:24:00 AM,1171034,6,4,252.0,1666.0,252.0,0.0,42.0,102.87856919689348,1661.0,0.0,416.5,829.6700147247298,1637.8687553051407,8.53946170649187,130114.88888888889,383918.30096240673,1153861.0,30.0,1171034.0,234206.8,514181.4822805271,1153981.0,106.0,1170822.0,390274.0,661315.5635602416,1153861.0,2200.0,0,0,0,0,188,136,5.123677023895122,3.415784682596748,0.0,1661.0,174.36363636363635,498.8006160235315,248802.0545454545,1,2,1,3,8,0,0,0,0.0,191.8,42.0,416.5,0,0,0,0,0,0,6,252,4,1666,64240,508,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37168-9550-6,172.18.0.20,37168,172.18.0.19,9550,6,29/07/2022 11:24:01 AM,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59436-9330-6,172.18.0.19,59436,172.18.0.10,9330,6,29/07/2022 11:24:02 AM,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29850.746268656716,67.0,0.0,67.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14925.373134328358,14925.373134328358,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37170-9550-6,172.18.0.20,37170,172.18.0.19,9550,6,29/07/2022 11:24:02 AM,185,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10810.810810810812,185.0,0.0,185.0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,5405.405405405406,5405.405405405406,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59438-9330-6,172.18.0.19,59438,172.18.0.10,9330,6,29/07/2022 11:24:03 AM,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29411.764705882353,68.0,0.0,68.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14705.882352941177,14705.882352941177,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37172-9550-6,172.18.0.20,37172,172.18.0.19,9550,6,29/07/2022 11:24:03 AM,51,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39215.686274509804,51.0,0.0,51.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,19607.843137254902,19607.843137254902,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59440-9330-6,172.18.0.19,59440,172.18.0.10,9330,6,29/07/2022 11:24:04 AM,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31250.0,64.0,0.0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15625.0,15625.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37174-9550-6,172.18.0.20,37174,172.18.0.19,9550,6,29/07/2022 11:24:04 AM,55,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59442-9330-6,172.18.0.19,59442,172.18.0.10,9330,6,29/07/2022 11:24:05 AM,61,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32786.88524590164,61.0,0.0,61.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16393.44262295082,16393.44262295082,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37178-9550-6,172.18.0.20,37178,172.18.0.19,9550,6,29/07/2022 11:24:05 AM,53,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37735.84905660377,53.0,0.0,53.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.924528301886,18867.924528301886,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59444-9330-6,172.18.0.19,59444,172.18.0.10,9330,6,29/07/2022 11:24:06 AM,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29850.746268656716,67.0,0.0,67.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14925.373134328358,14925.373134328358,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37180-9550-6,172.18.0.20,37180,172.18.0.19,9550,6,29/07/2022 11:24:06 AM,72,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27777.777777777777,72.0,0.0,72.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13888.888888888889,13888.888888888889,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.17-172.18.0.13-42980-8888-6,172.18.0.17,42980,172.18.0.13,8888,6,29/07/2022 11:24:06 AM,180443,6,4,246.0,5200.0,246.0,0.0,41.0,100.42907945411031,5195.0,0.0,1300.0,2596.667736413986,30181.27608164351,55.41916283812617,20049.222222222223,53664.41993252554,162908.0,17.0,180443.0,36088.6,71031.27765850759,163018.0,58.0,180319.0,60106.33333333333,89252.15287226037,162908.0,2396.0,0,0,0,0,188,136,33.2514977028757,22.167665135250466,0.0,5195.0,495.0909090909091,1560.5223775739619,2435230.090909091,1,2,1,3,8,0,0,0,0.0,544.6,41.0,1300.0,0,0,0,0,0,0,0,0,0,0,64240,508,1,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59446-9330-6,172.18.0.19,59446,172.18.0.10,9330,6,29/07/2022 11:24:07 AM,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37182-9550-6,172.18.0.20,37182,172.18.0.19,9550,6,29/07/2022 11:24:07 AM,62,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32258.06451612903,62.0,0.0,62.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16129.032258064515,16129.032258064515,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.19-172.18.0.10-59448-9330-6,172.18.0.19,59448,172.18.0.10,9330,6,29/07/2022 11:24:08 AM,47,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,21276.595744680853,21276.595744680853,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.20-172.18.0.19-37184-9550-6,172.18.0.20,37184,172.18.0.19,9550,6,29/07/2022 11:24:08 AM,44,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45454.545454545456,44.0,0.0,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.272727272728,22727.272727272728,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0,0,0,0,0,0,0,0,NeedManualLabel
